Unnamed: 0,variable,value,Age,Id,Positon,Toys,Toy_1,Toy_2,Toy_1_Size,Toy_1_Weight,Toy_2_Size,Toy_2_Weight
24_03,Sit_Small Light & Small Heavy,0.0,24,03,Sit,Small Light & Small Heavy,Small Light,Small Heavy,Small,Light,Small,Heavy
24_43,Sit_Small Light & Small Heavy,0.0,24,43,Sit,Small Light & Small Heavy,Small Light,Small Heavy,Small,Light,Small,Heavy
24_46,Sit_Small Light & Small Heavy,0.0,24,46,Sit,Small Light & Small Heavy,Small Light,Small Heavy,Small,Light,Small,Heavy
24_27,Sit_Small Light & Small Heavy,0.0,24,27,Sit,Small Light & Small Heavy,Small Light,Small Heavy,Small,Light,Small,Heavy
24_02,Sit_Small Light & Small Heavy,0.0,24,02,Sit,Small Light & Small Heavy,Small Light,Small Heavy,Small,Light,Small,Heavy
24_16,Sit_Small Light & Small Heavy,0.0,24,16,Sit,Small Light & Small Heavy,Small Light,Small Heavy,Small,Light,Small,Heavy
12_29,Sit_Small Light & Small Heavy,0.0,12,29,Sit,Small Light & Small Heavy,Small Light,Small Heavy,Small,Light,Small,Heavy
24_12,Sit_Small Light & Small Heavy,0.0,24,12,Sit,Small Light & Small Heavy,Small Light,Small Heavy,Small,Light,Small,Heavy
12_22,Sit_Small Light & Medium Light,0.0,12,22,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
12_34,Sit_Small Light & Medium Light,0.0,12,34,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
24_29,Sit_Small Light & Medium Light,0.0,24,29,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
12_18,Sit_Small Light & Medium Light,0.0,12,18,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
12_02,Sit_Small Light & Medium Light,0.0,12,02,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
24_06,Sit_Small Light & Medium Light,0.0,24,06,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
24_32,Sit_Small Light & Medium Light,0.0,24,32,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
12_09,Sit_Small Light & Medium Light,0.0,12,09,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
24_08,Sit_Small Light & Medium Light,0.0,24,08,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
24_38,Sit_Small Light & Medium Light,0.0,24,38,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
24_37,Sit_Small Light & Medium Light,0.0,24,37,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
24_04,Sit_Small Light & Medium Light,0.0,24,04,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
24_51,Sit_Small Light & Medium Light,0.0,24,51,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
24_18,Sit_Small Light & Medium Light,0.0,24,18,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
24_28,Sit_Small Light & Medium Light,0.0,24,28,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
24_22,Sit_Small Light & Medium Light,0.0,24,22,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
24_03,Sit_Small Light & Medium Light,0.0,24,03,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
24_43,Sit_Small Light & Medium Light,0.0,24,43,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
24_46,Sit_Small Light & Medium Light,0.0,24,46,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
24_27,Sit_Small Light & Medium Light,0.0,24,27,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
24_02,Sit_Small Light & Medium Light,0.0,24,02,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
24_16,Sit_Small Light & Medium Light,0.0,24,16,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
12_29,Sit_Small Light & Medium Light,0.0,12,29,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
24_12,Sit_Small Light & Medium Light,0.0,24,12,Sit,Small Light & Medium Light,Small Light,Medium Light,Small,Light,Medium,Light
12_22,Sit_Small Light & Medium Moderate,0.0,12,22,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
12_34,Sit_Small Light & Medium Moderate,0.0,12,34,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
24_29,Sit_Small Light & Medium Moderate,0.0,24,29,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
12_18,Sit_Small Light & Medium Moderate,0.0,12,18,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
12_02,Sit_Small Light & Medium Moderate,0.0,12,02,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
24_06,Sit_Small Light & Medium Moderate,0.0,24,06,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
24_32,Sit_Small Light & Medium Moderate,0.0,24,32,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
12_09,Sit_Small Light & Medium Moderate,0.0,12,09,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
24_08,Sit_Small Light & Medium Moderate,0.0,24,08,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
24_38,Sit_Small Light & Medium Moderate,0.0,24,38,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
24_37,Sit_Small Light & Medium Moderate,0.0,24,37,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
24_04,Sit_Small Light & Medium Moderate,1.0,24,04,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
24_51,Sit_Small Light & Medium Moderate,0.0,24,51,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
24_18,Sit_Small Light & Medium Moderate,0.0,24,18,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
24_28,Sit_Small Light & Medium Moderate,0.0,24,28,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
24_22,Sit_Small Light & Medium Moderate,0.0,24,22,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
24_03,Sit_Small Light & Medium Moderate,0.0,24,03,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
24_43,Sit_Small Light & Medium Moderate,0.0,24,43,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
24_46,Sit_Small Light & Medium Moderate,0.0,24,46,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
24_27,Sit_Small Light & Medium Moderate,0.0,24,27,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
24_02,Sit_Small Light & Medium Moderate,0.0,24,02,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
24_16,Sit_Small Light & Medium Moderate,0.0,24,16,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
12_29,Sit_Small Light & Medium Moderate,0.0,12,29,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
24_12,Sit_Small Light & Medium Moderate,0.0,24,12,Sit,Small Light & Medium Moderate,Small Light,Medium Moderate,Small,Light,Medium,Moderate
12_22,Sit_Small Light & Medium Heavy,0.0,12,22,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
12_34,Sit_Small Light & Medium Heavy,0.0,12,34,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
24_29,Sit_Small Light & Medium Heavy,0.0,24,29,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
12_18,Sit_Small Light & Medium Heavy,0.0,12,18,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
12_02,Sit_Small Light & Medium Heavy,0.0,12,02,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
24_06,Sit_Small Light & Medium Heavy,0.0,24,06,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
24_32,Sit_Small Light & Medium Heavy,0.0,24,32,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
12_09,Sit_Small Light & Medium Heavy,0.0,12,09,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
24_08,Sit_Small Light & Medium Heavy,0.0,24,08,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
24_38,Sit_Small Light & Medium Heavy,0.0,24,38,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
24_37,Sit_Small Light & Medium Heavy,0.0,24,37,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
24_04,Sit_Small Light & Medium Heavy,0.0,24,04,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
24_51,Sit_Small Light & Medium Heavy,0.0,24,51,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
24_18,Sit_Small Light & Medium Heavy,0.0,24,18,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
24_28,Sit_Small Light & Medium Heavy,0.0,24,28,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
24_22,Sit_Small Light & Medium Heavy,0.0,24,22,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
24_03,Sit_Small Light & Medium Heavy,0.0,24,03,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
24_43,Sit_Small Light & Medium Heavy,0.0,24,43,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
24_46,Sit_Small Light & Medium Heavy,0.0,24,46,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
24_27,Sit_Small Light & Medium Heavy,0.0,24,27,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
24_02,Sit_Small Light & Medium Heavy,0.0,24,02,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
24_16,Sit_Small Light & Medium Heavy,0.0,24,16,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
12_29,Sit_Small Light & Medium Heavy,0.0,12,29,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
24_12,Sit_Small Light & Medium Heavy,0.0,24,12,Sit,Small Light & Medium Heavy,Small Light,Medium Heavy,Small,Light,Medium,Heavy
12_22,Sit_Small Light & Large Light,0.0,12,22,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
12_34,Sit_Small Light & Large Light,0.0,12,34,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
24_29,Sit_Small Light & Large Light,0.0,24,29,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
12_18,Sit_Small Light & Large Light,0.0,12,18,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
12_02,Sit_Small Light & Large Light,0.0,12,02,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
24_06,Sit_Small Light & Large Light,0.0,24,06,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
24_32,Sit_Small Light & Large Light,0.0,24,32,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
12_09,Sit_Small Light & Large Light,0.0,12,09,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
24_08,Sit_Small Light & Large Light,0.0,24,08,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
24_38,Sit_Small Light & Large Light,0.0,24,38,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
24_37,Sit_Small Light & Large Light,0.0,24,37,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
24_04,Sit_Small Light & Large Light,0.0,24,04,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
24_51,Sit_Small Light & Large Light,0.0,24,51,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
24_18,Sit_Small Light & Large Light,0.0,24,18,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
24_28,Sit_Small Light & Large Light,0.0,24,28,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
24_22,Sit_Small Light & Large Light,0.0,24,22,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
24_03,Sit_Small Light & Large Light,0.0,24,03,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
24_43,Sit_Small Light & Large Light,0.0,24,43,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
24_46,Sit_Small Light & Large Light,0.0,24,46,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
24_27,Sit_Small Light & Large Light,0.0,24,27,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
24_02,Sit_Small Light & Large Light,0.0,24,02,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
24_16,Sit_Small Light & Large Light,0.0,24,16,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
12_29,Sit_Small Light & Large Light,0.0,12,29,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
24_12,Sit_Small Light & Large Light,0.0,24,12,Sit,Small Light & Large Light,Small Light,Large Light,Small,Light,Large,Light
12_22,Sit_Small Light & Large Moderate,0.0,12,22,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
12_34,Sit_Small Light & Large Moderate,2.0,12,34,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
24_29,Sit_Small Light & Large Moderate,0.0,24,29,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
12_18,Sit_Small Light & Large Moderate,0.0,12,18,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
12_02,Sit_Small Light & Large Moderate,1.0,12,02,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
24_06,Sit_Small Light & Large Moderate,1.0,24,06,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
24_32,Sit_Small Light & Large Moderate,1.0,24,32,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
12_09,Sit_Small Light & Large Moderate,0.0,12,09,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
24_08,Sit_Small Light & Large Moderate,0.0,24,08,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
24_38,Sit_Small Light & Large Moderate,1.0,24,38,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
24_37,Sit_Small Light & Large Moderate,1.0,24,37,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
24_04,Sit_Small Light & Large Moderate,0.0,24,04,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
24_51,Sit_Small Light & Large Moderate,0.0,24,51,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
24_18,Sit_Small Light & Large Moderate,0.0,24,18,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
24_28,Sit_Small Light & Large Moderate,0.0,24,28,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
24_22,Sit_Small Light & Large Moderate,0.0,24,22,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
24_03,Sit_Small Light & Large Moderate,0.0,24,03,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
24_43,Sit_Small Light & Large Moderate,0.0,24,43,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
24_46,Sit_Small Light & Large Moderate,0.0,24,46,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
24_27,Sit_Small Light & Large Moderate,0.0,24,27,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
24_02,Sit_Small Light & Large Moderate,0.0,24,02,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
24_16,Sit_Small Light & Large Moderate,0.0,24,16,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
12_29,Sit_Small Light & Large Moderate,0.0,12,29,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
24_12,Sit_Small Light & Large Moderate,0.0,24,12,Sit,Small Light & Large Moderate,Small Light,Large Moderate,Small,Light,Large,Moderate
12_22,Sit_Small Light & Large Heavy,0.0,12,22,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
12_34,Sit_Small Light & Large Heavy,0.0,12,34,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
24_29,Sit_Small Light & Large Heavy,0.0,24,29,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
12_18,Sit_Small Light & Large Heavy,0.0,12,18,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
12_02,Sit_Small Light & Large Heavy,0.0,12,02,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
24_06,Sit_Small Light & Large Heavy,0.0,24,06,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
24_32,Sit_Small Light & Large Heavy,0.0,24,32,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
12_09,Sit_Small Light & Large Heavy,0.0,12,09,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
24_08,Sit_Small Light & Large Heavy,0.0,24,08,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
24_38,Sit_Small Light & Large Heavy,0.0,24,38,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
24_37,Sit_Small Light & Large Heavy,0.0,24,37,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
24_04,Sit_Small Light & Large Heavy,0.0,24,04,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
24_51,Sit_Small Light & Large Heavy,0.0,24,51,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
24_18,Sit_Small Light & Large Heavy,0.0,24,18,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
24_28,Sit_Small Light & Large Heavy,0.0,24,28,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
24_22,Sit_Small Light & Large Heavy,0.0,24,22,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
24_03,Sit_Small Light & Large Heavy,0.0,24,03,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
24_43,Sit_Small Light & Large Heavy,0.0,24,43,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
24_46,Sit_Small Light & Large Heavy,0.0,24,46,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
24_27,Sit_Small Light & Large Heavy,0.0,24,27,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
24_02,Sit_Small Light & Large Heavy,0.0,24,02,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
24_16,Sit_Small Light & Large Heavy,0.0,24,16,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
12_29,Sit_Small Light & Large Heavy,0.0,12,29,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
24_12,Sit_Small Light & Large Heavy,0.0,24,12,Sit,Small Light & Large Heavy,Small Light,Large Heavy,Small,Light,Large,Heavy
12_22,Sit_Small Moderate & Small Moderate,0.0,12,22,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
12_34,Sit_Small Moderate & Small Moderate,0.0,12,34,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
24_29,Sit_Small Moderate & Small Moderate,0.0,24,29,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
12_18,Sit_Small Moderate & Small Moderate,0.0,12,18,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
12_02,Sit_Small Moderate & Small Moderate,0.0,12,02,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
24_06,Sit_Small Moderate & Small Moderate,0.0,24,06,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
24_32,Sit_Small Moderate & Small Moderate,0.0,24,32,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
12_09,Sit_Small Moderate & Small Moderate,0.0,12,09,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
24_08,Sit_Small Moderate & Small Moderate,0.0,24,08,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
24_38,Sit_Small Moderate & Small Moderate,0.0,24,38,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
24_37,Sit_Small Moderate & Small Moderate,0.0,24,37,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
24_04,Sit_Small Moderate & Small Moderate,0.0,24,04,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
24_51,Sit_Small Moderate & Small Moderate,0.0,24,51,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
24_18,Sit_Small Moderate & Small Moderate,0.0,24,18,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
24_28,Sit_Small Moderate & Small Moderate,0.0,24,28,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
24_22,Sit_Small Moderate & Small Moderate,0.0,24,22,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
24_03,Sit_Small Moderate & Small Moderate,0.0,24,03,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
24_43,Sit_Small Moderate & Small Moderate,0.0,24,43,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
24_46,Sit_Small Moderate & Small Moderate,0.0,24,46,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
24_27,Sit_Small Moderate & Small Moderate,0.0,24,27,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
24_02,Sit_Small Moderate & Small Moderate,0.0,24,02,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
24_16,Sit_Small Moderate & Small Moderate,0.0,24,16,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
12_29,Sit_Small Moderate & Small Moderate,0.0,12,29,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
24_12,Sit_Small Moderate & Small Moderate,0.0,24,12,Sit,Small Moderate & Small Moderate,Small Moderate,Small Moderate,Small,Moderate,Small,Moderate
12_22,Sit_Small Moderate & Small Heavy,0.0,12,22,Sit,Small Moderate & Small Heavy,Small Moderate,Small Heavy,Small,Moderate,Small,Heavy
12_34,Sit_Small Moderate & Small Heavy,0.0,12,34,Sit,Small Moderate & Small Heavy,Small Moderate,Small Heavy,Small,Moderate,Small,Heavy
24_29,Sit_Small Moderate & Small Heavy,0.0,24,29,Sit,Small Moderate & Small Heavy,Small Moderate,Small Heavy,Small,Moderate,Small,Heavy
12_18,Sit_Small Moderate & Small Heavy,0.0,12,18,Sit,Small Moderate & Small Heavy,Small Moderate,Small Heavy,Small,Moderate,Small,Heavy
12_02,Sit_Small Moderate & Small Heavy,0.0,12,02,Sit,Small Moderate & Small Heavy,Small Moderate,Small Heavy,Small,Moderate,Small,Heavy
24_06,Sit_Small Moderate & Small Heavy,0.0,24,06,Sit,Small Moderate & Small Heavy,Small Moderate,Small Heavy,Small,Moderate,Small,Heavy
24_32,Sit_Small Moderate & Small Heavy,0.0,24,32,Sit,Small Moderate & Small Heavy,Small Moderate,Small Heavy,Small,Moderate,Small,Heavy
12_09,Sit_Small Moderate & Small Heavy,0.0,12,09,Sit,Small Moderate & Small Heavy,Small Moderate,Small Heavy,Small,Moderate,Small,Heavy
24_08,Sit_Small Moderate & Small Heavy,0.0,24,08,Sit,Small Moderate & Small Heavy,Small Moderate,Small Heavy,Small,Moderate,Small,Heavy
24_38,Sit_Small Moderate & Small Heavy,0.0,24,38,Sit,Small Moderate & Small Heavy,Small Moderate,Small Heavy,Small,Moderate,Small,Heavy
24_37,Sit_Small Moderate & Small Heavy,0.0,24,37,Sit,Small Moderate & Small Heavy,Small Moderate,Small Heavy,Small,Moderate,Small,Heavy
24_04,Sit_Small Moderate & Small Heavy,0.0,24,04,Sit,Small Moderate & Small Heavy,Small Moderate,Small Heavy,Small,Moderate,Small,Heavy
24_51,Sit_Small Moderate & Small Heavy,0.0,24,51,Sit,Small Moderate & Small Heavy,Small Moderate,Small Heavy,Small,Moderate,Small,Heavy
24_18,Sit_Small Moderate & Small Heavy,0.0,24,18,Sit,Small Moderate & Small Heavy,Small Moderate,Small Heavy,Small,Moderate,Small,Heavy
24_28,Sit_Small Moderate & Small Heavy,0.0,24,28,Sit,Small Moderate & Small Heavy,Small Moderate,Small Heavy,Small,Moderate,Small,Heavy
24_22,Sit_Small Moderate & Small Heavy,0.0,24,22,Sit,Small Moderate & Small Heavy,Small Moderate,Small Heavy,Small,Moderate,Small,Heavy
24_03,Sit_Small Moderate & Small Heavy,0.0,24,03,Sit,Small Moderate & Small Heavy,Small Moderate,Small Heavy,Small,Moderate,Small,Heavy
24_43,Sit_Small Moderate & Small Heavy,0.0,24,43,Sit,Small Moderate & Small Heavy,Small Moderate,Small Heavy,Small,Moderate,Small,Heavy
24_46,Sit_Small Moderate & Small Heavy,0.0,24,46,Sit,Small Moderate & Small Heavy,Small Moderate,Small Heavy,Small,Moderate,Small,Heavy
